CustomerID,Age,Gender,Tenure_Months,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complains,Satisfaction_Score,Churn
CUST00459,45,Male,71,41175,1,1,1,103412,0,4,0
CUST00460,36,Female,,11217,1,1,1,120582,0,3,1
CUST00461,36,Female,33,66864,1,1,1,109294,0,5,0
CUST00462,28,Male,13,120525,2,1,0,129962,0,5,0
CUST00463,46,Male,20,21087,3,1,1,104551,1,,1
CUST00464,30,Male,2,4139,1,1,0,161283,,3,1
CUST00465,30,,17,4387,4,1,0,84758,1,1,1
CUST00466,43,Male,23,185494,3,1,1,94566,0,,1
CUST00467,45,,35,127353,1,0,0,97036,0,4,0
CUST00468,38,Female,3,53,1,1,0,164729,0,3,1
CUST00469,39,Female,85,26485,2,1,1,78367,1,5,0
CUST00470,26,Female,35,193006,2,1,0,143635,0,2,1
CUST00471,46,Female,65,34974,1,1,1,81989,1,5,0
CUST00472,38,Female,55,114741,2,1,1,,1,4,0
CUST00473,33,Female,84,96170,2,1,1,168034,0,3,0
CUST00474,41,Female,38,49309,2,0,,86851,0,3,0
CUST00475,29,Female,84,66595,1,1,1,141353,0,3,0
CUST00476,30,Female,22,111564,1,1,0,75849,0,5,0
CUST00477,42,Female,49,88747,1,0,1,146865,0,3,0
CUST00478,40,Male,28,22238,2,1,0,176780,0,3,0
CUST00479,,,63,42328,1,1,1,137355,0,3,0
CUST00480,45,Male,63,87812,2,0,1,126418,0,4,0
CUST00481,54,,28,84221,1,0,0,80432,,4,0
CUST00482,25,Female,2,12368,1,1,0,144824,0,2,1
CUST00483,26,Female,76,83655,1,0,1,,1,5,0
CUST00484,25,Female,91,37280,1,0,1,49730,0,5,0
CUST00485,28,Male,93,22652,2,1,0,91773,0,4,0
CUST00486,42,Female,26,127935,1,1,,34676,0,3,0
CUST00487,27,Male,84,51082,1,1,0,,0,3,0
CUST00488,,Female,22,117748,2,1,1,105854,0,3,0
CUST00489,28,Female,15,13030,2,0,0,33848,1,1,1
CUST00490,49,Male,56,42356,1,0,0,99743,1,5,0
CUST00491,27,Female,,20727,1,0,,162764,0,3,0
CUST00492,28,,85,138794,1,,0,157356,1,5,0
CUST00493,34,Male,19,,1,1,1,87345,1,4,0
CUST00494,23,Female,19,15985,1,1,1,94521,1,2,1
CUST00495,35,Female,34,53782,1,1,1,50274,0,5,0
CUST00496,24,Female,,71841,1,1,0,137288,0,3,0
CUST00497,26,Female,85,55620,2,1,0,132202,0,5,0
CUST00498,37,Female,60,101396,1,1,0,108634,0,3,0
CUST00499,39,Male,51,79169,1,1,0,176583,0,5,0
CUST00500,44,Male,76,84924,2,1,1,,0,3,0
